X,Y,Cell Type,0,1,Cell_Num_Old
-4.090909090909091,-1.3636363636363633,1,0,1,49
-3.1818181818181817,-1.3636363636363633,0,1,0,50
-2.272727272727273,-1.3636363636363633,1,0,1,51
-1.3636363636363633,-1.3636363636363633,0,1,0,52
-0.45454545454545503,-1.3636363636363633,1,0,1,53
0.45454545454545414,-1.3636363636363633,0,1,0,54
1.3636363636363633,-1.3636363636363633,1,0,1,55
2.2727272727272734,-1.3636363636363633,0,1,0,56
3.1818181818181817,-1.3636363636363633,1,0,1,57
4.09090909090909,-1.3636363636363633,0,1,0,58
5.0,-1.3636363636363633,1,0,1,59
-5.0,-0.45454545454545503,1,0,1,60
-4.090909090909091,-0.45454545454545503,0,1,0,61
-3.1818181818181817,-0.45454545454545503,1,0,1,62
-2.272727272727273,-0.45454545454545503,0,1,0,63
-1.3636363636363633,-0.45454545454545503,1,0,1,64
-0.45454545454545503,-0.45454545454545503,0,1,0,65
0.45454545454545414,-0.45454545454545503,1,0,1,66
1.3636363636363633,-0.45454545454545503,0,1,0,67
2.2727272727272734,-0.45454545454545503,1,0,1,68
3.1818181818181817,-0.45454545454545503,0,1,0,69
4.09090909090909,-0.45454545454545503,1,0,1,70
5.0,-0.45454545454545503,0,1,0,71
-5.0,0.45454545454545414,0,1,0,72
-4.090909090909091,0.45454545454545414,1,0,1,73
-3.1818181818181817,0.45454545454545414,0,1,0,74
-2.272727272727273,0.45454545454545414,1,0,1,75
-1.3636363636363633,0.45454545454545414,0,1,0,76
-0.45454545454545503,0.45454545454545414,1,0,1,77
0.45454545454545414,0.45454545454545414,0,1,0,78
1.3636363636363633,0.45454545454545414,1,0,1,79
2.2727272727272734,0.45454545454545414,0,1,0,80
3.1818181818181817,0.45454545454545414,1,0,1,81
4.09090909090909,0.45454545454545414,0,1,0,82
5.0,0.45454545454545414,1,0,1,83
-5.0,1.3636363636363633,1,0,1,84
-4.090909090909091,1.3636363636363633,0,1,0,85
-3.1818181818181817,1.3636363636363633,1,0,1,86
-2.272727272727273,1.3636363636363633,0,1,0,87
-1.3636363636363633,1.3636363636363633,1,0,1,88
-0.45454545454545503,1.3636363636363633,0,1,0,89
0.45454545454545414,1.3636363636363633,1,0,1,90
1.3636363636363633,1.3636363636363633,0,1,0,91
2.2727272727272734,1.3636363636363633,1,0,1,92
3.1818181818181817,1.3636363636363633,0,1,0,93
4.09090909090909,1.3636363636363633,1,0,1,94
5.0,1.3636363636363633,0,1,0,95
-5.0,2.2727272727272734,0,1,0,96
-4.090909090909091,2.2727272727272734,1,0,1,97
-3.1818181818181817,2.2727272727272734,0,1,0,98
-2.272727272727273,2.2727272727272734,1,0,1,99
-1.3636363636363633,2.2727272727272734,0,1,0,100
-0.45454545454545503,2.2727272727272734,1,0,1,101
0.45454545454545414,2.2727272727272734,0,1,0,102
1.3636363636363633,2.2727272727272734,1,0,1,103
2.2727272727272734,2.2727272727272734,0,1,0,104
3.1818181818181817,2.2727272727272734,1,0,1,105
4.09090909090909,2.2727272727272734,0,1,0,106
5.0,2.2727272727272734,1,0,1,107
-5.0,3.1818181818181817,1,0,1,108
-4.090909090909091,3.1818181818181817,0,1,0,109
-3.1818181818181817,3.1818181818181817,1,0,1,110
-2.272727272727273,3.1818181818181817,0,1,0,111
-1.3636363636363633,3.1818181818181817,1,0,1,112
-0.45454545454545503,3.1818181818181817,0,1,0,113
0.45454545454545414,3.1818181818181817,1,0,1,114
1.3636363636363633,3.1818181818181817,0,1,0,115
2.2727272727272734,3.1818181818181817,1,0,1,116
3.1818181818181817,3.1818181818181817,0,1,0,117
4.09090909090909,3.1818181818181817,1,0,1,118
5.0,3.1818181818181817,0,1,0,119
-5.0,4.09090909090909,0,1,0,120
-4.090909090909091,4.09090909090909,1,0,1,121
-3.1818181818181817,4.09090909090909,0,1,0,122
-2.272727272727273,4.09090909090909,1,0,1,123
-1.3636363636363633,4.09090909090909,0,1,0,124
-0.45454545454545503,4.09090909090909,1,0,1,125
0.45454545454545414,4.09090909090909,0,1,0,126
1.3636363636363633,4.09090909090909,1,0,1,127
2.2727272727272734,4.09090909090909,0,1,0,128
3.1818181818181817,4.09090909090909,1,0,1,129
4.09090909090909,4.09090909090909,0,1,0,130
5.0,4.09090909090909,1,0,1,131
-5.0,5.0,1,0,1,132
-4.090909090909091,5.0,0,1,0,133
-3.1818181818181817,5.0,1,0,1,134
-2.272727272727273,5.0,0,1,0,135
-1.3636363636363633,5.0,1,0,1,136
-0.45454545454545503,5.0,0,1,0,137
0.45454545454545414,5.0,1,0,1,138
1.3636363636363633,5.0,0,1,0,139
2.2727272727272734,5.0,1,0,1,140
3.1818181818181817,5.0,0,1,0,141
4.09090909090909,5.0,1,0,1,142
5.0,5.0,0,1,0,143
