,spot_x,spot_y,cell_count,Smooth muscle cells_percentage,Fibroblast_percentage,Atrial cardiomyocytes_percentage,Cardiomyocytes_percentage,Endothelium_percentage,Epicardium_percentage,Schwan progenitors_percentage,Ventricular cardiomyocytes_percentage,Cell_Num,New_X,New_Y
13,13716.695875640837,447.1666666666667,8,62.5,12.5,0.0,0.0,0.0,25.0,0.0,0.0,13,697.023666066,4.98524347102
14,14034.238523695132,447.1666666666667,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14,710.015000365,1.79648547005
15,14351.781171749426,447.1666666666667,4,0.0,75.0,0.0,0.0,0.0,25.0,0.0,0.0,15,721.396735203,-4.88784699936
16,14669.32381980372,447.1666666666667,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16,735.988115781,-9.07495977994
17,14986.866467858015,447.1666666666667,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,17,744.535508844,-2.0834494794
18,15304.409115912309,447.1666666666667,5,0.0,80.0,0.0,0.0,0.0,20.0,0.0,0.0,18,757.062914822,2.0639107528
19,15621.951763966603,447.1666666666667,5,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,19,778.619684273,-1.65759588072
20,15939.494412020897,447.1666666666667,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20,803.044829518,-8.17716829422
21,4984.273054147747,630.5,3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,21,225.325269241,1.69692277003
22,5301.8157022020405,630.5,2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,22,249.955249038,-8.86668481348
23,5619.358350256334,630.5,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,23,267.778418882,-9.51863061456
24,5936.900998310629,630.5,2,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,24,258.375931113,16.077326524
25,10700.040719125042,630.5,7,28.57142857142857,42.857142857142854,0.0,0.0,28.57142857142857,0.0,0.0,0.0,25,527.679088412,9.40023321723
26,11017.583367179335,630.5,18,33.33333333333333,55.55555555555556,0.0,0.0,11.11111111111111,0.0,0.0,0.0,26,545.158871937,9.65592387312
27,11335.12601523363,630.5,3,66.66666666666666,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,27,570.735328053,20.3684347197
28,12605.296607450808,630.5,3,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,28,640.087285944,19.9494368607
29,12922.839255505101,630.5,9,33.33333333333333,44.44444444444444,0.0,0.0,0.0,22.22222222222222,0.0,0.0,29,657.890321315,19.9345115378
30,13240.381903559395,630.5,15,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,30,674.907605243,19.9053950444
31,13557.924551613689,630.5,13,46.15384615384615,46.15384615384615,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,31,689.02436974,14.8512167186
32,13875.467199667984,630.5,3,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,32,701.106088873,9.58833074079
33,14193.009847722278,630.5,2,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,33,714.472624294,5.75034755593
34,14510.552495776572,630.5,4,0.0,75.0,0.0,0.0,0.0,25.0,0.0,0.0,34,727.758416005,1.49039989558
35,15145.637791885161,630.5,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35,761.736255435,0.245637021939
36,15463.180439939455,630.5,5,20.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,36,778.797648326,0.296655112239
37,15780.723087993749,630.5,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,37,795.913018827,0.230227655957
38,16098.265736048043,630.5,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,38,813.846717813,1.5161162557
39,16415.80838410234,630.5,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,39,839.945852443,9.34103177553
40,2602.70319374054,813.8333333333334,4,0.0,25.0,50.0,0.0,0.0,25.0,0.0,0.0,40,103.030057827,20.0013691876
41,2920.2458417948337,813.8333333333334,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,41,120.769960383,19.9077259817
42,3237.7884898491284,813.8333333333334,3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,42,128.987219646,9.11901245949
43,3555.331137903422,813.8333333333334,3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,43,147.867898291,8.92641997562
44,3872.873785957717,813.8333333333334,5,0.0,0.0,40.0,0.0,0.0,60.0,0.0,0.0,44,163.978042788,9.03272096648
45,4190.4164340120105,813.8333333333334,4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,45,181.041293516,9.1310085534
46,4507.959082066304,813.8333333333334,5,0.0,0.0,40.0,0.0,0.0,60.0,0.0,0.0,46,198.944567926,9.02689994146
47,4825.501730120599,813.8333333333334,12,8.333333333333332,8.333333333333332,25.0,0.0,0.0,58.333333333333336,0.0,0.0,47,215.919437899,9.10132423116
48,5143.044378174894,813.8333333333334,13,15.384615384615385,7.6923076923076925,46.15384615384615,0.0,0.0,30.76923076923077,0.0,0.0,48,242.518878446,0.661187645495
49,5460.587026229187,813.8333333333334,9,0.0,0.0,66.66666666666666,0.0,0.0,33.33333333333333,0.0,0.0,49,259.08250068,0.534041625217
50,5778.129674283481,813.8333333333334,9,0.0,0.0,88.88888888888889,0.0,11.11111111111111,0.0,0.0,0.0,50,276.254593301,0.287734306701
51,6095.672322337776,813.8333333333334,12,0.0,8.333333333333332,66.66666666666666,0.0,16.666666666666664,8.333333333333332,0.0,0.0,51,293.546337983,0.608375391192
52,8636.01350677213,813.8333333333334,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,52,431.177231975,20.4177207015
53,10858.81204315219,813.8333333333334,14,64.28571428571429,21.428571428571427,0.0,0.0,14.285714285714285,0.0,0.0,0.0,53,536.050578482,19.9876159352
54,11176.354691206483,813.8333333333334,8,75.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,54,553.861431066,19.9927688432
55,12764.067931477955,813.8333333333334,5,0.0,60.0,0.0,0.0,40.0,0.0,0.0,0.0,55,648.918608311,29.9486137821
56,13081.61057953225,813.8333333333334,12,8.333333333333332,83.33333333333334,0.0,0.0,8.333333333333332,0.0,0.0,0.0,56,666.254730511,29.7855957056
57,13399.153227586543,813.8333333333334,10,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,57,681.553832083,24.5693783761
58,13716.695875640837,813.8333333333334,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,58,689.47983322,14.8162647274
59,14034.238523695132,813.8333333333334,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,704.882964605,15.6290470879
60,14669.32381980372,813.8333333333334,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,60,735.896519218,9.35571162662
61,14986.866467858015,813.8333333333334,6,16.666666666666664,50.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,61,752.909808851,9.343237007
62,15304.409115912309,813.8333333333334,9,55.55555555555556,44.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,62,769.951423236,9.625541972
63,15621.951763966603,813.8333333333334,6,33.33333333333333,50.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,63,787.926390569,9.62536167917
64,15939.494412020897,813.8333333333334,8,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,64,805.09025774,9.60105206528
65,16257.03706007519,813.8333333333334,5,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,65,820.459033358,8.70965029152
66,16574.579708129488,813.8333333333334,3,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,66,847.97194528,19.9933617219
67,1173.7612774962158,997.1666666666666,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,67,25.9506327743,49.3723995504
68,1491.30392555051,997.1666666666666,4,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,68,46.1375524783,34.131677535
69,1808.8465736048042,997.1666666666666,2,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,69,59.9871302013,29.9077282644
70,2443.9318697133926,997.1666666666666,4,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,70,94.8365415854,29.9290440829
71,2761.474517767687,997.1666666666666,15,0.0,6.666666666666667,93.33333333333333,0.0,0.0,0.0,0.0,0.0,71,111.931811845,29.9498563321
72,3079.017165821981,997.1666666666666,3,0.0,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,72,128.638522665,28.3265531846
73,3396.5598138762753,997.1666666666666,12,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,73,138.035801178,20.0294433456
74,3714.1024619305695,997.1666666666666,8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,74,155.043689622,19.9920896296
75,4031.6451099848637,997.1666666666666,10,0.0,0.0,20.0,0.0,0.0,80.0,0.0,0.0,75,172.798539587,19.8914354533
76,4349.187758039157,997.1666666666666,9,0.0,0.0,11.11111111111111,0.0,0.0,88.88888888888889,0.0,0.0,76,190.027968834,20.0048600726
77,4666.730406093452,997.1666666666666,15,0.0,6.666666666666667,66.66666666666666,0.0,0.0,26.666666666666668,0.0,0.0,77,207.204589884,19.9228498948
78,4984.273054147747,997.1666666666666,19,5.263157894736842,0.0,84.21052631578947,0.0,0.0,10.526315789473683,0.0,0.0,78,224.9289744,19.8442676286
79,5301.8157022020405,997.1666666666666,17,0.0,0.0,94.11764705882352,0.0,0.0,5.88235294117647,0.0,0.0,79,250.556452783,9.62310852002
80,5619.358350256334,997.1666666666666,15,0.0,0.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,0.0,80,268.123662717,9.64016328861
81,5936.900998310629,997.1666666666666,9,0.0,0.0,77.77777777777779,0.0,22.22222222222222,0.0,0.0,0.0,81,285.344267035,9.71596077339
82,6254.443646364924,997.1666666666666,6,0.0,16.666666666666664,66.66666666666666,0.0,0.0,16.666666666666664,0.0,0.0,82,302.706149035,9.44088650515
83,6889.528942473511,997.1666666666666,5,20.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0,83,337.649988352,9.88940637585
84,7207.071590527806,997.1666666666666,8,0.0,12.5,0.0,0.0,0.0,87.5,0.0,0.0,84,354.958480092,9.09501854161
85,7524.6142385821,997.1666666666666,9,11.11111111111111,0.0,0.0,0.0,0.0,88.88888888888889,0.0,0.0,85,363.119987869,20.0338220543
86,7842.156886636394,997.1666666666666,7,0.0,42.857142857142854,0.0,0.0,0.0,57.14285714285714,0.0,0.0,86,381.145861071,20.1826096507
87,8159.699534690688,997.1666666666666,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,87,406.216781425,29.803969496
88,8794.784830799277,997.1666666666666,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,88,440.878780055,29.8441444341
89,10700.040719125042,997.1666666666666,7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,527.882892186,30.0073014276
90,11017.583367179335,997.1666666666666,4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,544.954064882,30.0013715773
91,11335.12601523363,997.1666666666666,2,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,91,561.895854753,30.0581017882
92,12605.296607450808,997.1666666666666,7,14.285714285714285,71.42857142857143,0.0,0.0,14.285714285714285,0.0,0.0,0.0,92,640.082060423,39.120077876
93,12922.839255505101,997.1666666666666,10,40.0,50.0,0.0,0.0,10.0,0.0,0.0,0.0,93,657.835125055,39.2602507594
94,13240.381903559395,997.1666666666666,9,11.11111111111111,77.77777777777779,0.0,0.0,11.11111111111111,0.0,0.0,0.0,94,672.884341567,36.7043975731
95,13557.924551613689,997.1666666666666,2,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,95,681.146187226,24.4066770799
96,14510.552495776572,997.1666666666666,2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,96,726.945989697,19.9950361675
97,14828.095143830868,997.1666666666666,14,50.0,21.428571428571427,0.0,0.0,7.142857142857142,21.428571428571427,0.0,0.0,97,744.319727271,19.9372699314
98,15145.637791885161,997.1666666666666,17,52.94117647058824,41.17647058823529,0.0,0.0,0.0,5.88235294117647,0.0,0.0,98,761.961986515,19.9766021708
99,15463.180439939455,997.1666666666666,16,56.25,37.5,0.0,0.0,0.0,0.0,6.25,0.0,99,778.971469881,20.001299346
100,15780.723087993749,997.1666666666666,15,13.333333333333334,66.66666666666666,0.0,0.0,6.666666666666667,6.666666666666667,6.666666666666667,0.0,100,795.981222289,20.0150528631
101,16098.265736048043,997.1666666666666,8,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,101,814.066329998,20.0136186827
102,16415.80838410234,997.1666666666666,10,20.0,60.0,0.0,0.0,0.0,10.0,10.0,0.0,102,839.962376426,29.9046907315
103,16733.351032156632,997.1666666666666,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,856.959526612,29.8918586019
104,1014.9899534690688,1180.5,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,104,25.908452239,69.068785527
105,1332.532601523363,1180.5,6,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,105,37.8505008996,66.955320095
106,1650.0752495776571,1180.5,10,0.0,0.0,90.0,0.0,0.0,10.0,0.0,0.0,106,55.3647207251,43.3026656674
107,1967.6178976319513,1180.5,8,0.0,0.0,62.5,0.0,0.0,37.5,0.0,0.0,107,68.390360676,39.4669917492
108,2602.70319374054,1180.5,17,5.88235294117647,5.88235294117647,58.82352941176471,0.0,0.0,29.411764705882355,0.0,0.0,108,103.431008061,39.4558531676
109,2920.2458417948337,1180.5,13,0.0,15.384615384615385,84.61538461538461,0.0,0.0,0.0,0.0,0.0,109,120.842315742,39.3530958255
110,3237.7884898491284,1180.5,7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,110,137.677743644,37.9749774376
111,3555.331137903422,1180.5,6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,111,147.744986641,30.0391819961
112,3872.873785957717,1180.5,4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,112,163.986567673,30.0422608923
113,4190.4164340120105,1180.5,4,0.0,0.0,25.0,0.0,25.0,50.0,0.0,0.0,113,181.061836074,29.9148900983
114,4507.959082066304,1180.5,11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,114,198.707894525,29.9155752753
115,4825.501730120599,1180.5,16,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,115,215.935954367,29.9150831844
116,5143.044378174894,1180.5,13,0.0,0.0,92.3076923076923,0.0,7.6923076923076925,0.0,0.0,0.0,116,242.074993995,19.9615200119
117,5460.587026229187,1180.5,14,0.0,0.0,78.57142857142857,0.0,21.428571428571427,0.0,0.0,0.0,117,259.031410285,19.9856643983
118,5778.129674283481,1180.5,7,0.0,0.0,71.42857142857143,0.0,28.57142857142857,0.0,0.0,0.0,118,276.76523318,19.9022944098
119,6095.672322337776,1180.5,9,0.0,0.0,88.88888888888889,0.0,0.0,11.11111111111111,0.0,0.0,119,293.948854832,19.9642279046
120,6413.21497039207,1180.5,3,0.0,0.0,33.33333333333333,0.0,0.0,66.66666666666666,0.0,0.0,120,311.103584942,19.9776344195
121,6730.757618446364,1180.5,11,0.0,18.181818181818183,45.45454545454545,0.0,0.0,27.27272727272727,9.090909090909092,0.0,121,328.952962618,19.9933025741
122,7048.300266500658,1180.5,15,13.333333333333334,6.666666666666667,26.666666666666668,0.0,0.0,40.0,13.333333333333334,0.0,122,345.972964991,20.0071466638
123,7365.842914554953,1180.5,19,0.0,10.526315789473683,47.368421052631575,0.0,0.0,42.10526315789473,0.0,0.0,123,358.394828926,29.3749385848
124,7683.385562609247,1180.5,20,25.0,30.0,5.0,0.0,10.0,25.0,5.0,0.0,124,380.802055921,39.060829359
125,8000.928210663541,1180.5,17,5.88235294117647,64.70588235294117,5.88235294117647,0.0,0.0,23.52941176470588,0.0,0.0,125,398.04630566,39.1848854365
126,8318.470858717836,1180.5,3,0.0,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,126,415.147878515,39.394714201
127,8636.01350677213,1180.5,6,0.0,33.33333333333333,0.0,0.0,0.0,66.66666666666666,0.0,0.0,127,432.380516945,39.5294546024
128,10541.269395097896,1180.5,9,66.66666666666666,22.22222222222222,0.0,0.0,11.11111111111111,0.0,0.0,0.0,128,519.017490707,39.1931441593
129,10858.81204315219,1180.5,7,85.71428571428571,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,129,536.118252131,39.274793244
130,12446.525283423662,1180.5,5,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,130,631.206511146,49.723410114
131,12764.067931477955,1180.5,11,72.72727272727273,27.27272727272727,0.0,0.0,0.0,0.0,0.0,0.0,131,648.852278196,49.6637756293
132,13081.61057953225,1180.5,11,27.27272727272727,63.63636363636363,0.0,0.0,9.090909090909092,0.0,0.0,0.0,132,661.745398288,44.7813998025
133,13399.153227586543,1180.5,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,133,671.60920606,35.6424985539
134,14034.238523695132,1180.5,4,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,134,700.93793956,30.020892342
135,14351.781171749426,1180.5,6,0.0,16.666666666666664,0.0,0.0,0.0,83.33333333333334,0.0,0.0,135,718.289027195,29.8641337269
136,14669.32381980372,1180.5,9,44.44444444444444,33.33333333333333,0.0,0.0,0.0,22.22222222222222,0.0,0.0,136,735.848537635,29.9395258104
137,14986.866467858015,1180.5,22,59.09090909090909,36.36363636363637,0.0,0.0,0.0,4.545454545454546,0.0,0.0,137,752.919984194,29.9140379472
138,15304.409115912309,1180.5,22,40.909090909090914,45.45454545454545,0.0,0.0,4.545454545454546,9.090909090909092,0.0,0.0,138,769.984669631,29.9398963406
139,15621.951763966603,1180.5,15,60.0,26.666666666666668,0.0,0.0,13.333333333333334,0.0,0.0,0.0,139,788.015170421,29.969679291
140,15939.494412020897,1180.5,13,38.46153846153847,38.46153846153847,0.0,0.0,15.384615384615385,7.6923076923076925,0.0,0.0,140,804.997227721,30.0331188228
141,16257.03706007519,1180.5,14,28.57142857142857,64.28571428571429,0.0,0.0,7.142857142857142,0.0,0.0,0.0,141,831.014641209,39.3473703474
142,16574.579708129488,1180.5,10,10.0,40.0,0.0,0.0,10.0,30.0,10.0,0.0,142,848.080572132,39.4226678695
143,856.2186294419217,1363.8333333333335,3,0.0,0.0,66.66666666666666,0.0,0.0,33.33333333333333,0.0,0.0,143,16.9474197716,80.0098121123
144,1173.7612774962158,1363.8333333333335,10,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,144,33.9779401725,80.0065206546
145,1491.30392555051,1363.8333333333335,11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,145,51.5189704314,61.3110619169
146,1808.8465736048042,1363.8333333333335,11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,146,64.4133632287,54.1589567447
147,2126.3892216590984,1363.8333333333335,11,0.0,0.0,63.63636363636363,0.0,0.0,36.36363636363637,0.0,0.0,147,77.0387389162,49.9937519264
148,2443.9318697133926,1363.8333333333335,8,0.0,0.0,25.0,0.0,0.0,75.0,0.0,0.0,148,94.9530868435,49.9733729405
149,2761.474517767687,1363.8333333333335,14,7.142857142857142,28.57142857142857,35.714285714285715,0.0,0.0,28.57142857142857,0.0,0.0,149,111.944066719,50.0188774543
150,3079.017165821981,1363.8333333333335,13,0.0,15.384615384615385,69.23076923076923,0.0,0.0,15.384615384615385,0.0,0.0,150,129.285725313,49.9193003713
151,3396.5598138762753,1363.8333333333335,12,0.0,16.666666666666664,8.333333333333332,0.0,0.0,75.0,0.0,0.0,151,146.837454585,49.9035896749
152,3714.1024619305695,1363.8333333333335,4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,152,155.149497872,39.270255125
153,4349.187758039157,1363.8333333333335,16,0.0,0.0,87.5,0.0,12.5,0.0,0.0,0.0,153,190.132163027,39.3459857109
154,4666.730406093452,1363.8333333333335,17,0.0,0.0,94.11764705882352,5.88235294117647,0.0,0.0,0.0,0.0,154,207.30356548,39.3316478759
155,4984.273054147747,1363.8333333333335,13,0.0,0.0,92.3076923076923,7.6923076923076925,0.0,0.0,0.0,0.0,155,224.964562728,38.9185957124
156,5301.8157022020405,1363.8333333333335,11,0.0,0.0,81.81818181818183,0.0,18.181818181818183,0.0,0.0,0.0,156,250.617500043,29.917000828
157,5619.358350256334,1363.8333333333335,10,0.0,0.0,90.0,0.0,10.0,0.0,0.0,0.0,157,268.118611952,29.8722323063
158,5936.900998310629,1363.8333333333335,9,0.0,0.0,77.77777777777779,0.0,22.22222222222222,0.0,0.0,0.0,158,285.265034513,29.827324175
159,6254.443646364924,1363.8333333333335,10,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,159,302.864575032,29.9496053627
160,6571.986294419217,1363.8333333333335,14,0.0,0.0,85.71428571428571,0.0,0.0,14.285714285714285,0.0,0.0,160,319.979584896,29.9701214844
161,6889.528942473511,1363.8333333333335,17,0.0,5.88235294117647,88.23529411764706,0.0,0.0,0.0,5.88235294117647,0.0,161,337.922877969,29.926090636
162,7207.071590527806,1363.8333333333335,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,162,354.066687625,32.5763711883
163,7524.6142385821,1363.8333333333335,18,5.555555555555555,22.22222222222222,61.111111111111114,0.0,5.555555555555555,0.0,5.555555555555555,0.0,163,371.987350426,50.0192546347
164,7842.156886636394,1363.8333333333335,20,10.0,30.0,55.00000000000001,0.0,5.0,0.0,0.0,0.0,164,389.000819329,50.0184931012
165,8159.699534690688,1363.8333333333335,13,15.384615384615385,38.46153846153847,30.76923076923077,0.0,7.6923076923076925,0.0,7.6923076923076925,0.0,165,406.73299821,49.9148480119
166,8477.242182744982,1363.8333333333335,6,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,166,423.967360939,50.0421607301
167,8794.784830799277,1363.8333333333335,2,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,167,440.963018655,50.0049938386
168,10064.955423016454,1363.8333333333335,3,33.33333333333333,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,168,492.998217125,50.0363526124
169,10382.498071070748,1363.8333333333335,8,62.5,12.5,0.0,0.0,25.0,0.0,0.0,0.0,169,510.034632906,49.9943015613
170,10700.040719125042,1363.8333333333335,9,66.66666666666666,22.22222222222222,0.0,0.0,0.0,11.11111111111111,0.0,0.0,170,527.736691298,49.9182704643
171,11017.583367179335,1363.8333333333335,7,71.42857142857143,14.285714285714285,0.0,0.0,0.0,14.285714285714285,0.0,0.0,171,545.026684971,50.012512176
172,11335.12601523363,1363.8333333333335,2,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,172,562.132097792,50.5741446485
173,12287.753959396514,1363.8333333333335,4,75.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,173,623.847020449,59.0284903253
174,12605.296607450808,1363.8333333333335,8,37.5,50.0,0.0,0.0,0.0,12.5,0.0,0.0,174,640.145912129,59.5209678762
175,12922.839255505101,1363.8333333333335,3,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,175,647.509569722,49.5551524937
176,13240.381903559395,1363.8333333333335,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,176,660.122596056,48.1511745342
177,13557.924551613689,1363.8333333333335,2,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,177,679.209454634,43.6071852849
178,13875.467199667984,1363.8333333333335,6,50.0,33.33333333333333,0.0,0.0,0.0,16.666666666666664,0.0,0.0,178,692.527376876,39.7419798985
179,14193.009847722278,1363.8333333333335,10,70.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,179,709.846822884,39.3679467447
180,14510.552495776572,1363.8333333333335,9,44.44444444444444,0.0,0.0,0.0,0.0,55.55555555555556,0.0,0.0,180,726.854957741,39.2917493271
181,14828.095143830868,1363.8333333333335,16,43.75,37.5,0.0,0.0,6.25,6.25,6.25,0.0,181,744.396995116,39.4263040448
182,15145.637791885161,1363.8333333333335,20,50.0,35.0,0.0,0.0,0.0,15.0,0.0,0.0,182,761.977562144,39.3547494952
183,15463.180439939455,1363.8333333333335,17,64.70588235294117,23.52941176470588,0.0,0.0,5.88235294117647,5.88235294117647,0.0,0.0,183,779.020622529,39.3482388644
184,15780.723087993749,1363.8333333333335,21,61.904761904761905,14.285714285714285,0.0,0.0,19.047619047619047,4.761904761904762,0.0,0.0,184,796.074427892,39.3779126836
185,16098.265736048043,1363.8333333333335,18,33.33333333333333,38.88888888888889,0.0,0.0,16.666666666666664,11.11111111111111,0.0,0.0,185,821.969580635,50.0198245313
186,16415.80838410234,1363.8333333333335,12,41.66666666666667,33.33333333333333,0.0,0.0,0.0,25.0,0.0,0.0,186,839.962956824,50.0169030992
187,16733.351032156632,1363.8333333333335,2,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,187,856.311844411,48.9552636382
188,697.4473054147746,1547.1666666666665,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,188,8.01309402142,89.9494080405
189,1014.9899534690688,1547.1666666666665,9,0.0,0.0,88.88888888888889,0.0,0.0,11.11111111111111,0.0,0.0,189,25.9806996006,89.9000233157
190,1332.532601523363,1547.1666666666665,12,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,190,42.9921371412,89.7996835242
